frame.time_epoch,frame.len,protocol,eth.src,eth.dst,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,icmp.type,icmp.code,arp.opcode,arp.src.hw_mac,arp.src.proto_ipv4,arp.dst.hw_mac,arp.dst.proto_ipv4,ipv6.src,ipv6.dst,Label,Attack Category,Flow ID
1424222712.830719000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222712.964409000,80,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222712.964417000,80,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222712.985892000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222712.985899000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222712.996437000,243,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222712.996438000,243,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222713.026897000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222713.026903000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222713.119584000,220,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222713.119586000,220,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222713.189843000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222713.189846000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222713.220436000,130,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222713.220445000,130,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222713.293888000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222713.293889000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222713.576416000,89,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222713.576417000,89,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222713.663836000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222713.663865000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222713.720447000,196,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222713.720450000,196,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222713.761278000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222713.761280000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222713.782413000,89,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222713.782415000,89,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222713.900030000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222713.900034000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222713.978427000,89,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222713.978429000,89,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222714.022893000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222714.022900000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222714.033407000,89,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222714.033410000,89,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222714.081893000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222714.081898000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222714.200392000,90,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222714.200396000,90,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222714.265973000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222714.265975000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222714.312461000,90,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222714.312465000,90,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222714.426897000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222714.426904000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222714.450450000,123,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222714.450457000,123,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222714.552880000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222714.552885000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222714.608658000,356,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222714.608662000,356,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222714.790010000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222714.790017000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222715.004453000,88,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222715.004457000,88,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222715.179781000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222715.179782000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222715.202466000,114,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222715.202467000,114,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222715.398358000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222715.398365000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222715.477405000,90,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222715.477407000,90,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222715.543883000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222715.543890000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222715.778430000,134,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222715.778431000,134,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222715.840999000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222715.841006000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222715.895878000,1516,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222715.895889000,1516,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222715.895894000,296,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222715.895896000,296,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.034120000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.034127000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.070565000,433,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.070570000,433,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.130884000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.130888000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.198457000,88,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.198459000,88,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.240776000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.240780000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.272486000,90,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.272487000,90,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.305899000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.305903000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.350693000,717,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.350699000,717,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.396879000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.396886000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.452487000,140,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.452494000,140,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.467322000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.467324000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.487425000,88,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.487426000,88,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.521840000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.521843000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.604436000,90,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.604439000,90,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.626879000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.626884000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.661451000,91,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.661452000,91,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.673853000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.673859000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.740511000,163,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.740517000,163,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.740848000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.740854000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.741336000,68,tcp,00:1b:17:05:9e:1c,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424222716.741338000,68,tcp,00:50:56:a5:77:63,,149.171.126.4,59.166.0.1,143,26990,,,,,,,,,,,,BENIGN,,149.171.126.4-59.166.0.1-143-26990-1424222712.0
1424225488.015146000,64,tcp,00:1b:17:05:9e:1c,,149.171.126.18,175.45.176.3,80,20132,,,,,,,,,,,,ATTACK,Generic,149.171.126.18-175.45.176.3-80-20132-1424225488.0
1424225488.015148000,64,tcp,00:50:56:a5:77:63,,149.171.126.18,175.45.176.3,80,20132,,,,,,,,,,,,ATTACK,Generic,149.171.126.18-175.45.176.3-80-20132-1424225488.0
1424225488.523267000,62,tcp,00:1b:17:05:9e:1c,,149.171.126.18,175.45.176.3,80,20132,,,,,,,,,,,,ATTACK,Generic,149.171.126.18-175.45.176.3-80-20132-1424225488.0
1424225488.523276000,56,tcp,00:50:56:a5:77:63,,149.171.126.18,175.45.176.3,80,20132,,,,,,,,,,,,ATTACK,Generic,149.171.126.18-175.45.176.3-80-20132-1424225488.0
1424225488.626576000,592,tcp,00:1b:17:05:9e:1c,,149.171.126.18,175.45.176.3,80,20132,,,,,,,,,,,,ATTACK,Generic,149.171.126.18-175.45.176.3-80-20132-1424225488.0
1424225488.626584000,592,tcp,00:50:56:a5:77:63,,149.171.126.18,175.45.176.3,80,20132,,,,,,,,,,,,ATTACK,Generic,149.171.126.18-175.45.176.3-80-20132-1424225488.0
1424225488.626589000,1516,tcp,00:1b:17:05:9e:1c,,149.171.126.18,175.45.176.3,80,20132,,,,,,,,,,,,ATTACK,Generic,149.171.126.18-175.45.176.3-80-20132-1424225488.0
1424225488.626591000,1516,tcp,00:50:56:a5:77:63,,149.171.126.18,175.45.176.3,80,20132,,,,,,,,,,,,ATTACK,Generic,149.171.126.18-175.45.176.3-80-20132-1424225488.0
1424225488.695533000,62,tcp,00:1b:17:05:9e:1c,,149.171.126.18,175.45.176.3,80,20132,,,,,,,,,,,,ATTACK,Generic,149.171.126.18-175.45.176.3-80-20132-1424225488.0
1424225488.695539000,56,tcp,00:50:56:a5:77:63,,149.171.126.18,175.45.176.3,80,20132,,,,,,,,,,,,ATTACK,Generic,149.171.126.18-175.45.176.3-80-20132-1424225488.0
1424225488.801015000,62,tcp,00:1b:17:05:9e:1c,,149.171.126.18,175.45.176.3,80,20132,,,,,,,,,,,,ATTACK,Generic,149.171.126.18-175.45.176.3-80-20132-1424225488.0
1424225488.801022000,56,tcp,00:50:56:a5:77:63,,149.171.126.18,175.45.176.3,80,20132,,,,,,,,,,,,ATTACK,Generic,149.171.126.18-175.45.176.3-80-20132-1424225488.0
1424224307.308485000,73,udp,02:1a:c5:00:00:00,,175.45.176.0,149.171.126.12,,,47439,53,,,,,,,,,,ATTACK,Generic,175.45.176.0-149.171.126.12-47439-53-1424224307.0
1424224307.308494000,73,udp,00:50:56:a5:24:c2,,175.45.176.0,149.171.126.12,,,47439,53,,,,,,,,,,ATTACK,Generic,175.45.176.0-149.171.126.12-47439-53-1424224307.0
1424222340.516156000,72,tcp,02:1a:c5:00:00:00,,59.166.0.2,149.171.126.6,40664,38530,,,,,,,,,,,,BENIGN,,59.166.0.2-149.171.126.6-40664-38530-1424222341.0
1424222340.516159000,72,tcp,00:50:56:a5:24:c2,,59.166.0.2,149.171.126.6,40664,38530,,,,,,,,,,,,BENIGN,,59.166.0.2-149.171.126.6-40664-38530-1424222341.0
1424222340.516843000,68,tcp,02:1a:c5:00:00:00,,59.166.0.2,149.171.126.6,40664,38530,,,,,,,,,,,,BENIGN,,59.166.0.2-149.171.126.6-40664-38530-1424222341.0
1424222340.516846000,68,tcp,00:50:56:a5:24:c2,,59.166.0.2,149.171.126.6,40664,38530,,,,,,,,,,,,BENIGN,,59.166.0.2-149.171.126.6-40664-38530-1424222341.0
1424222340.521978000,134,tcp,02:1a:c5:00:00:00,,59.166.0.2,149.171.126.6,40664,38530,,,,,,,,,,,,BENIGN,,59.166.0.2-149.171.126.6-40664-38530-1424222341.0
1424222340.521986000,134,tcp,00:50:56:a5:24:c2,,59.166.0.2,149.171.126.6,40664,38530,,,,,,,,,,,,BENIGN,,59.166.0.2-149.171.126.6-40664-38530-1424222341.0
1424222340.522855000,68,tcp,02:1a:c5:00:00:00,,59.166.0.2,149.171.126.6,40664,38530,,,,,,,,,,,,BENIGN,,59.166.0.2-149.171.126.6-40664-38530-1424222341.0
1424222340.522858000,68,tcp,00:50:56:a5:24:c2,,59.166.0.2,149.171.126.6,40664,38530,,,,,,,,,,,,BENIGN,,59.166.0.2-149.171.126.6-40664-38530-1424222341.0
1424222340.523969000,133,tcp,02:1a:c5:00:00:00,,59.166.0.2,149.171.126.6,40664,38530,,,,,,,,,,,,BENIGN,,59.166.0.2-149.171.126.6-40664-38530-1424222341.0
1424222340.523978000,133,tcp,00:50:56:a5:24:c2,,59.166.0.2,149.171.126.6,40664,38530,,,,,,,,,,,,BENIGN,,59.166.0.2-149.171.126.6-40664-38530-1424222341.0
1424222340.523984000,90,tcp,02:1a:c5:00:00:00,,59.166.0.2,149.171.126.6,40664,38530,,,,,,,,,,,,BENIGN,,59.166.0.2-149.171.126.6-40664-38530-1424222341.0
1424222340.523985000,90,tcp,00:50:56:a5:24:c2,,59.166.0.2,149.171.126.6,40664,38530,,,,,,,,,,,,BENIGN,,59.166.0.2-149.171.126.6-40664-38530-1424222341.0
1424222340.523988000,90,tcp,02:1a:c5:00:00:00,,59.166.0.2,149.171.126.6,40664,38530,,,,,,,,,,,,BENIGN,,59.166.0.2-149.171.126.6-40664-38530-1424222341.0
1424222340.523989000,90,tcp,00:50:56:a5:24:c2,,59.166.0.2,149.171.126.6,40664,38530,,,,,,,,,,,,BENIGN,,59.166.0.2-149.171.126.6-40664-38530-1424222341.0
