starttime,uid,saddr,sport,daddr,dport,proto,dur,appproto,spkts,dpkts,sbytes,dbytes,smac,dmac,state,history,type_,dir_,label
1499342471.199717,CNTElR1S476fcu6ab9,192.168.10.50,58702,192.168.10.3,53,17,0.00016498565673828125,dns,2,2,102,224,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342451.550148,C2HFGW2ERwlaoFj0Ia,192.168.10.12,5353,224.0.0.251,5353,17,17.09009599685669,dns,185,0,15817,0,b8:ac:6f:36:04:e3,01:00:5e:00:00:fb,S0,D,conn,->,benign
1499342452.355666,C6QT8h1hPuhxWN80g6,fe80::8cc1:7756:5ffc:823f,5353,ff02::fb,5353,17,16.284569025039673,dns,140,0,11968,0,b8:ac:6f:36:04:e3,33:33:00:00:00:fb,S0,D,conn,->,benign
1499342461.992399,CCoUa13gqoFYgssOZf,192.168.10.15,49418,192.168.10.3,445,6,16.11018204689026,"krb,smb,gssapi",27,20,3940,1632,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,RSTO,ShADTdtaR,conn,->,malicious
1499342478.504655,C3pw544WsHzagyvkhi,192.168.10.15,49437,192.168.10.3,88,6,0.001112222671508789,krb_tcp,10,10,1612,1577,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,RSTR,ShADTadtGrF,conn,->,malicious
1499342478.505988,CBw7yK3vl8RlRmddAl,192.168.10.15,49438,192.168.10.3,88,6,0.0007321834564208984,krb_tcp,8,8,1405,1434,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,RSTR,ShADTdtFar,conn,->,malicious
1499342474.897595,CfIXeeMzV8HD3gvpg,192.168.10.15,49435,192.168.10.3,389,6,3.6385371685028076,,14,12,2076,510,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,RSTR,ShADTadtr,conn,->,malicious
1499342478.525771,CAZxH71Gk4yit8lix1,192.168.10.15,49439,131.253.61.98,80,6,0.09404921531677246,http,5,3,309,511,00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,SF,ShADfFa,conn,->,benign
1499342463.817244,CYGCNc0h3kx9TDBzi,192.168.10.12,137,192.168.10.255,137,17,4.009980916976929,dns,220,0,14780,0,b8:ac:6f:36:04:e3,ff:ff:ff:ff:ff:ff,S0,D,conn,->,benign
1499342473.906376,CZ5ns11Dw0Ud3SUo55,fe80::6d07:ea13:6f73:ed41,55955,ff02::1:3,5355,17,0.10834121704101562,dns,22,0,528,0,b8:ac:6f:36:08:f5,33:33:00:01:00:03,S0,D,conn,->,benign
1499342473.906457,CVZWcV3He1W5XLXWJ,192.168.10.8,49715,224.0.0.252,5355,17,0.10828804969787598,dns,22,0,528,0,b8:ac:6f:36:08:f5,01:00:5e:00:00:fc,S0,D,conn,->,benign
1499342474.111201,CxoEh53lCBhLIc7SKj,192.168.10.15,65016,192.168.10.3,53,17,0.00022983551025390625,dns,2,2,142,242,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342479.141612,CaoORH3ivLJqVgpbNj,192.168.10.8,49179,192.168.10.3,88,6,0.0006170272827148438,krb_tcp,8,8,236,207,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,RSTR,ShADTdtFar,conn,->,malicious
1499342479.158411,CtTcVi1EUv66pj16Kd,192.168.10.8,49180,192.168.10.3,88,6,0.0008819103240966797,krb_tcp,10,8,316,1556,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,RSTR,ShADTdtFar,conn,->,malicious
1499342479.159432,CEELzf1Q5mOjiaJpak,192.168.10.8,49181,192.168.10.3,88,6,0.0009851455688476562,krb_tcp,10,10,1539,1496,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,RSTR,ShADTadtFr,conn,->,malicious
1499342479.139888,CC0GN33acDptBI5Ezc,192.168.10.8,49178,192.168.10.3,389,6,0.02150106430053711,,14,14,2729,470,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,RSTR,ShADTadtrF,conn,->,malicious
1499342479.12247,C43R6hrabwJWd23Xf,192.168.10.8,49177,192.168.10.3,389,6,0.03901100158691406,,22,21,2550,3486,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,RSTR,ShADTdtarF,conn,->,malicious
1499342474.260113,CcCDagRIl50V3ezR4,192.168.10.15,49433,192.168.10.3,389,6,6.06287693977356,,22,15,2877,4616,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,RSTR,ShADTdtar,conn,->,malicious
1499342469.878398,Cyt5fb3uLuMANE31D2,192.168.10.8,49155,192.168.10.3,445,6,11.109883069992065,"ntlm,gssapi,smb",28,22,1084,1304,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,RSTR,ShADTdtFarR,conn,->,malicious
1499342476.682608,Csrm9XcJ1T3n0tukd,192.168.10.8,61489,192.168.10.3,53,17,0.00021505355834960938,dns,2,2,80,212,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342476.68328,CEeV9o3wPYQpl3xw9k,192.168.10.8,55918,192.168.10.3,53,17,0.0006279945373535156,,2,2,206,206,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342476.684302,C7Y5tx1AbN2jSJzcAa,192.168.10.8,52409,192.168.10.3,53,17,0.00020885467529296875,dns,2,2,86,240,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342476.684932,CyxbmS2R8FpWY4NLr3,192.168.10.8,60459,192.168.10.3,53,17,0.0005919933319091797,,2,2,252,252,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342480.679314,C9aoiA4BYtXN6FvpW1,192.168.10.15,49440,131.253.61.98,443,6,1.086609125137329,ssl,13,15,5844,16096,00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,SF,ShADdagfF,conn,->,benign
1499342481.837288,Chx72d4gQ3RJQKEVNd,192.168.10.14,59137,192.168.10.50,49829,6,0.0363621711730957,ftp-data,19,10,10257,0,b8:ac:6f:36:07:ee,00:19:b9:0a:69:f1,SF,ShADTaFf,conn,->,benign
1499342481.665367,CSboPE4mx1mSl0dtj6,192.168.10.14,59136,192.168.10.50,21,6,0.20914006233215332,ftp,22,28,88,220,b8:ac:6f:36:07:ee,00:19:b9:0a:69:f1,SF,ShAdtDTafF,conn,->,benign
1499342478.49989,CCCdRrEKyV1w94hQ7,192.168.10.15,57544,192.168.10.3,53,17,0.024097919464111328,dns,2,2,64,390,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342478.5001,C2fDCy4wGgkeK5kWf,192.168.10.3,62446,192.168.10.1,53,17,0.023565053939819336,dns,1,1,43,206,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342484.225698,CWZc3I3apO6qaP7xQ1,192.168.10.9,1031,192.168.10.3,88,6,0.0006670951843261719,krb_tcp,8,8,233,207,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,RSTR,ShADTdtFar,conn,->,malicious
1499342484.242501,CidfYn1PmUrRZshyZ6,192.168.10.9,1032,192.168.10.3,88,6,0.0009310245513916016,krb_tcp,10,8,313,1532,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,RSTR,ShADTdtFar,conn,->,malicious
1499342484.327353,CWdlAB3lMo5zPs5CQ7,192.168.10.9,1034,192.168.10.3,88,6,0.001007080078125,krb_tcp,10,10,1565,1524,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,RSTR,ShADTadtFr,conn,->,malicious
1499342484.321224,CiD7zn4WhvVhqHqHTd,192.168.10.9,1033,192.168.10.3,389,6,0.009061098098754883,,14,13,2065,2844,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,RSTR,ShADTdtarF,conn,->,malicious
1499342484.341399,CEnLCl4p67uTne1C6j,192.168.10.9,1035,192.168.10.3,88,6,0.0011849403381347656,krb_tcp,10,10,1552,1518,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,RSTR,ShADaTdtFr,conn,->,malicious
1499342484.342692,Cl4QlNHQXlLnfx,192.168.10.9,1036,192.168.10.3,88,6,0.0007371902465820312,krb_tcp,8,8,1397,1410,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,RSTR,ShADTdtFar,conn,->,malicious
1499342484.421696,CLbQsC1naUN8ZkSWcl,192.168.10.5,49161,192.168.10.3,88,6,0.0006401538848876953,krb_tcp,8,8,233,207,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,RSTR,ShADTdtFar,conn,->,malicious
1499342484.422328,Cpgr9q3SjZyOEFCpCj,192.168.10.5,49162,192.168.10.3,88,6,0.0006430149078369141,krb_tcp,8,8,233,207,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,RSTR,ShADTdtFar,conn,->,malicious
1499342484.437931,CqvN0g30DfVhx9U9k8,192.168.10.5,49163,192.168.10.3,88,6,0.0009348392486572266,krb_tcp,10,8,313,1532,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,RSTR,ShADTdtFar,conn,->,malicious
1499342484.454276,COlv4e1H3OYQAEnJFk,192.168.10.5,49165,192.168.10.3,88,6,0.0010988712310791016,krb_tcp,10,8,313,1532,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,RSTR,ShADTdtFar,conn,->,malicious
1499342484.455168,CvrNdA3DlhUMHg408,192.168.10.5,49166,192.168.10.3,88,6,0.00127410888671875,krb_tcp,10,10,1575,1543,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,RSTR,ShADTadtFr,conn,->,malicious
1499342484.455544,CwHNm14pEsPcdHi6wc,192.168.10.5,49167,192.168.10.3,88,6,0.0009679794311523438,krb_tcp,10,10,1588,1553,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,RSTR,ShADTadtFr,conn,->,malicious
1499342484.464442,C5bLT23g6bFOVwlmd6,192.168.10.5,49168,192.168.10.3,88,6,0.0007989406585693359,krb_tcp,8,8,1381,1410,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,RSTR,ShADTdtFar,conn,->,malicious
1499342484.408777,CoK9n81p4WkYbPVky7,192.168.10.5,49159,192.168.10.3,389,6,0.05897212028503418,,12,11,2077,2844,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,RSTR,ShADTdtar,conn,->,malicious
1499342484.56988,CdLfbV3mMBbhu8qOpd,192.168.10.5,49170,192.168.10.3,88,6,0.0006458759307861328,krb_tcp,8,8,233,207,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,RSTR,ShADTdtFar,conn,->,malicious
1499342484.586065,CMZr8f47pDlmkzLm1b,192.168.10.5,49171,192.168.10.3,88,6,0.0009489059448242188,krb_tcp,10,8,313,1532,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,RSTR,ShADTdtFar,conn,->,malicious
1499342484.596897,Clyg8v19imUQndgm5,192.168.10.5,49172,192.168.10.3,88,6,0.0010650157928466797,krb_tcp,10,10,1588,1553,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,RSTR,ShADaTdtFr,conn,->,malicious
1499342484.609876,C2lXwQ1Fb29CsUC67j,192.168.10.5,49174,192.168.10.3,88,6,0.0011060237884521484,krb_tcp,10,10,1564,1523,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,RSTR,ShADTadtFr,conn,->,malicious
1499342484.883929,CiOFg24GlaHR6TsAqh,192.168.10.5,49176,192.168.10.3,88,6,0.0011599063873291016,,10,10,1575,1543,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,RSTR,ShAaGDTdtFr,conn,->,malicious
1499342484.8852,C2VMeL1rISqdnFDIIc,192.168.10.5,49177,192.168.10.3,88,6,0.0007419586181640625,krb_tcp,8,8,1381,1410,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,RSTR,ShADTdtFar,conn,->,malicious
1499342484.724353,CAmExvWjk4qUdTm8d,192.168.10.5,49175,192.168.10.3,389,6,0.18347883224487305,,16,14,2052,510,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,RSTR,ShADTadtFr,conn,->,malicious
1499342461.923103,CiuQAS2Tw3fBzaxGph,192.168.10.15,49412,192.168.10.3,135,6,23.24191379547119,dce_rpc,26,18,1000,1064,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,SF,ShADTdtFaf,conn,->,malicious
1499342461.969095,CZRCQN1BwVc2dovYR6,192.168.10.15,49417,192.168.10.3,49671,6,23.195929050445557,dce_rpc,24,18,1823,1336,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,SF,ShADTdtFaf,conn,->,malicious
1499342470.894853,CAGfUe2SdkEFpvwiSl,192.168.10.8,52199,192.168.10.3,53,17,3.917407989501953,dns,6,6,216,582,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342480.920873,Co0vzUgyQIft5xynk,192.168.10.15,58832,192.168.10.3,53,17,0.15539216995239258,dns,2,2,82,386,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342480.921094,C1L0RE4qMs8xSreJKj,192.168.10.3,62012,192.168.10.1,53,17,0.1548750400543213,dns,1,1,52,204,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342481.38042,CVCJMd3hXKWvAzF4S4,192.168.10.15,59612,192.168.10.3,53,17,0.04721403121948242,dns,2,2,60,264,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342481.380648,CLrjIi15UfJaJyOAsl,192.168.10.3,62085,192.168.10.1,53,17,0.04676413536071777,dns,1,1,64,117,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342484.603714,CmvF144qPf6oWwciij,192.168.10.5,49173,192.168.10.3,389,6,2.130141019821167,,20,15,2853,4616,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,RSTR,ShADTdtar,conn,->,malicious
1499342470.850166,CYqmZl4bwEib9iMSXk,192.168.10.8,49173,192.168.10.3,445,6,15.707456827163696,"smb,gssapi",51,42,5463,3653,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,RSTO,ShADTdtaGTtFR,conn,->,malicious
1499342487.533044,CjVLPa1sGKuwRQha1k,192.168.10.15,49445,131.253.61.98,443,6,0.2495739459991455,ssl,14,15,5860,16080,00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,SF,ShADdagfF,conn,->,benign
1499342462.815787,CFGFXD4JObkv8N7YH1,fe80::223:aeff:fe9b:adb3,5353,ff02::fb,5353,17,15.01202392578125,dns,52,0,2340,0,00:23:ae:9b:ad:b3,33:33:00:00:00:fb,S0,D,conn,->,benign
1499342462.815821,CEh4p22ytuRqZhmNv1,192.168.10.19,5353,224.0.0.251,5353,17,15.011994123458862,dns,52,0,2340,0,00:23:ae:9b:ad:b3,01:00:5e:00:00:fb,S0,D,conn,->,benign
1499342483.280492,CaSJBGI0APhe2qIel,192.168.10.12,5353,224.0.0.251,5353,17,1.3828277587890625e-05,dns,11,0,495,0,b8:ac:6f:36:04:e3,01:00:5e:00:00:fb,S0,D,conn,->,benign
1499342483.656077,CrTNw3383U10SjfbXc,192.168.10.15,52914,192.168.10.3,53,17,0.21376919746398926,dns,2,2,98,328,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342483.656278,CWtcHo3lNuYvfm75td,192.168.10.3,61839,192.168.10.1,53,17,0.21330809593200684,dns,1,1,78,130,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342483.703762,CApBYvIGItbpnV681,192.168.10.9,54055,224.0.0.252,5355,17,0.10222482681274414,dns,22,0,616,0,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,S0,D,conn,->,benign
1499342488.821973,Ccyz3B3yxrbEzAY1pf,192.168.10.14,59152,23.15.4.17,443,6,0.0736398696899414,ssl,8,8,347,3928,b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,SF,ShADadFRf,conn,->,benign
1499342488.821894,CjoygV2SDG7c9SzMVh,192.168.10.14,59151,23.15.4.17,443,6,0.07686805725097656,ssl,8,8,347,3929,b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,SF,ShADadFRf,conn,->,benign
1499342473.970757,CDFw0N2xzgKGH3bwj6,192.168.10.15,137,192.168.10.3,137,17,3.5565779209136963,dns,10,10,536,572,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342483.999041,CPs7XjY7eylKgnDFi,192.168.10.5,51880,224.0.0.252,5355,17,0.4187438488006592,dns,22,0,616,0,b8:ac:6f:36:0a:8b,01:00:5e:00:00:fc,S0,D,conn,->,benign
1499342484.042878,CKQjp98I7oTeEIeT9,192.168.10.9,53811,192.168.10.3,53,17,0.0001881122589111328,dns,2,2,162,262,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342484.043058,CNto5Y30VIJrNSZFq7,192.168.10.9,57862,192.168.10.3,53,17,0.00021719932556152344,dns,2,2,162,262,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342484.044701,Ckzdog4PDJhlBvWPwe,192.168.10.9,62752,192.168.10.3,53,17,0.00014090538024902344,dns,2,2,64,96,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342484.044767,CLJBCn1Lm6uqaqdBT7,192.168.10.9,60221,192.168.10.3,53,17,0.00021219253540039062,dns,2,2,64,96,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342484.220313,CxZaDD1zXuwBVzJGk6,192.168.10.9,59571,192.168.10.3,53,17,0.00021004676818847656,dns,2,2,142,242,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342484.26325,CeThDoE3zqlFFwnqk,192.168.10.5,53944,192.168.10.3,53,17,0.00022292137145996094,dns,2,2,162,262,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342484.265577,CcFCdk3JhIPE4l395,192.168.10.5,51936,192.168.10.3,53,17,0.00015091896057128906,dns,2,2,64,96,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342484.415787,CdMl264pKUzlTnt8Hg,fe80::8cc1:7756:5ffc:823f,5353,ff02::fb,5353,17,3.504753112792969e-05,dns,11,0,495,0,b8:ac:6f:36:04:e3,33:33:00:00:00:fb,S0,D,conn,->,benign
1499342484.546622,C9swIu1ymZVX7rAOz5,192.168.10.5,53968,192.168.10.3,53,17,0.02383899688720703,dns,2,2,68,100,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342484.546816,CIKtwO15PAd1F4bpMe,192.168.10.3,62288,192.168.10.1,53,17,0.023448944091796875,dns,1,1,45,61,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342484.601573,CsiZt52gq1UQ208dv1,192.168.10.5,51642,192.168.10.3,53,17,0.00019812583923339844,dns,2,2,64,96,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342484.613062,CtzKVAR3RDbfOjhB5,192.168.10.5,55851,192.168.10.3,53,17,0.00020813941955566406,dns,2,2,142,242,b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342474.887887,CT1Ecw2Pz7Wjg9mFq,192.168.10.15,63725,192.168.10.3,53,17,4.451700925827026,dns,6,6,216,582,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342488.213799,CkzQxPrZGwmbTTSj,192.168.10.15,49447,134.170.51.247,443,6,2.036789894104004,ssl,32,34,12363,35779,00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,SF,ShADdagFf,conn,->,benign
1499342485.946333,CsV1ZN25IKhVep6pZf,192.168.10.15,62369,192.168.10.3,53,17,0.023782968521118164,dns,2,2,84,212,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342485.946557,CYJJSS3yEQjXX4Wwoa,192.168.10.3,61142,192.168.10.1,53,17,0.023370027542114258,dns,1,1,63,79,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342490.90637,CcGYtgLme86py9Pdf,192.168.10.5,49180,65.55.242.254,443,6,0.3241891860961914,ssl,10,8,1945,4829,b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,SF,ShADdaFf,conn,->,benign
1499342491.216662,CK2yR5TkRUTgkMIl8,192.168.10.5,49181,65.55.242.254,443,6,0.2991759777069092,ssl,9,8,1689,4749,b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,SF,ShADdaFf,conn,->,benign
1499342436.606199,CkLmGa49QA7tVs3yCl,::,135,ff02::1:ff9b:adb3,136,icmp,2.288818359375e-05,,10,0,160,0,00:23:ae:9b:ad:b3,33:33:ff:9b:ad:b3,OTH,,conn,->,benign
1499342491.716761,CUdfcc4DVREJg0QHjc,192.168.10.15,49450,64.4.54.98,443,6,0.32595086097717285,ssl,10,9,817,6690,00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,SF,ShADdfFa,conn,->,benign
1499342477.555461,C8aUjG19hN1Uu9d4ak,192.168.10.15,137,192.168.10.255,137,17,1.500049114227295,dns,120,0,6000,0,00:1e:4f:d4:ca:28,ff:ff:ff:ff:ff:ff,S0,D,conn,->,malicious
1499342487.760092,CH3DaHv3FROIa4fsa,192.168.10.14,53009,192.168.10.3,53,17,0.046855926513671875,dns,2,2,84,310,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342487.76028,CkvvJE2B5iVtaLvQQf,192.168.10.3,60903,192.168.10.1,53,17,0.04639005661010742,dns,1,1,53,166,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342437.606221,CiSmwx3232uyQePTA4,fe80::223:aeff:fe9b:adb3,143,ff02::16,0,icmp,0.16208314895629883,,40,0,1000,0,00:23:ae:9b:ad:b3,33:33:00:00:00:16,OTH,,conn,->,benign
1499342487.807888,CSxLJr2rxbcd4m6Jgl,192.168.10.15,59552,192.168.10.3,53,17,0.07085299491882324,dns,2,2,102,322,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342487.808085,COGNXddoPw3MnMvF2,192.168.10.3,62397,192.168.10.1,53,17,0.07042407989501953,dns,1,1,73,125,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342487.865019,CLGJdB30mF3r3zM6X3,192.168.10.14,53554,192.168.10.3,53,17,0.00016689300537109375,dns,2,2,72,136,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342487.865463,COtyLQm7cH1OkIKya,192.168.10.14,64807,192.168.10.3,53,17,0.0008759498596191406,dns,2,2,72,194,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342487.865597,CWtL7810u7U0NleYva,192.168.10.3,60732,192.168.10.1,53,17,0.0005578994750976562,dns,1,1,47,108,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342438.152474,CgG0sV3BRTjHCeXY6g,192.168.10.50,138,192.168.10.255,138,17,3.504753112792969e-05,,20,0,4510,0,00:19:b9:0a:69:f1,ff:ff:ff:ff:ff:ff,S0,D,conn,->,malicious
1499342438.168715,CR3qv73mB7s4MDcV41,192.168.10.19,138,192.168.10.255,138,17,2.002716064453125e-05,,10,0,2350,0,00:23:ae:9b:ad:b3,ff:ff:ff:ff:ff:ff,S0,D,conn,->,malicious
1499342488.213182,CkthIk16vvaux3MCD7,192.168.10.15,62780,192.168.10.3,53,17,0.00019812583923339844,dns,2,2,84,276,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,SF,Dd,conn,->,malicious
1499342488.283841,CNWE4O1qIfP4qFAhzg,192.168.10.14,64388,192.168.10.3,53,17,0.048316001892089844,dns,2,2,90,240,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342488.283976,CbZyGE13yzCVF1yfej,192.168.10.3,62030,192.168.10.1,53,17,0.04794597625732422,dns,1,1,56,131,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342488.33486,CwY9oG1PcBCp2Q61m5,192.168.10.14,55778,192.168.10.3,53,17,0.0001659393310546875,dns,2,2,102,198,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342488.362272,C2Fi4iknB61gDb6D5,192.168.10.14,50299,192.168.10.3,53,17,0.024230003356933594,dns,2,2,102,266,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342488.36241,CIf6VhK4H468Xl3Eh,192.168.10.3,61059,192.168.10.1,53,17,0.023906946182250977,dns,1,1,62,144,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342488.362459,CrQ9xb1CgDILaZiiD9,192.168.10.14,61763,192.168.10.3,53,17,0.09536004066467285,dns,4,2,176,236,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342488.362586,C3QTI44wrvZIkEcnv1,192.168.10.3,62006,192.168.10.1,53,17,0.09501791000366211,dns,1,1,55,129,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342488.466224,CZIlQG3XO1wa67S98i,192.168.10.14,53531,192.168.10.3,53,17,0.00019502639770507812,dns,2,2,100,196,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342488.46676,CE60z52jbiHJ2NL2z8,192.168.10.14,52992,192.168.10.3,53,17,0.023845195770263672,dns,2,2,100,264,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342488.46689,C1EmCx1iV4JxX5cqU1,192.168.10.3,61460,192.168.10.1,53,17,0.023535966873168945,dns,1,1,61,143,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342488.554424,Cl5lic1r5Q18taq3E3,192.168.10.14,52921,192.168.10.3,53,17,0.0894310474395752,dns,4,2,140,166,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342488.554554,Cxw1Vi3aEK5LOoMb54,192.168.10.3,61618,192.168.10.1,53,17,0.08911490440368652,dns,1,1,46,94,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
1499342488.606966,CfwSsuSq9FB5fYbu5,192.168.10.14,56858,192.168.10.3,53,17,0.21424102783203125,dns,4,2,124,254,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,SF,Dd,conn,->,benign
1499342488.607092,C3EBrQ3vB4GRi2t321,192.168.10.3,60199,192.168.10.1,53,17,0.21388912200927734,dns,1,1,42,138,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,SF,Dd,conn,->,benign
