uid,flow,label,profileid,twid,aid
CFhmhu36QhvU6nshOl,"{""starttime"": 1499342444.60859, ""uid"": ""CFhmhu36QhvU6nshOl"", ""saddr"": ""192.168.10.19"", ""daddr"": ""192.168.10.3"", ""dur"": 0.0001990795135498047, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 6077, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 88, ""dbytes"": 188, ""smac"": ""00:23:ae:9b:ad:b3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.19,timewindow1,OTM4N2UzMDg3NGRlNDI1OGQ3ZGUyMjYwZmE4YzExZTRiZjg1MDA5ZQ==
C9P6Tc4T9d6igFdp09,"{""starttime"": 1499342444.608897, ""uid"": ""C9P6Tc4T9d6igFdp09"", ""saddr"": ""192.168.10.19"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00020194053649902344, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 21673, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 88, ""dbytes"": 188, ""smac"": ""00:23:ae:9b:ad:b3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.19,timewindow1,ZWE5ZjM2YzQ5OWY5N2Q3MGZkZTIwMThmNDJiOThhNTM3ODc0Mjc0Zg==
CxVAvksYeydRIDM13,"{""starttime"": 1499342444.609248, ""uid"": ""CxVAvksYeydRIDM13"", ""saddr"": ""192.168.10.19"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00021004676818847656, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 37810, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 64, ""dbytes"": 96, ""smac"": ""00:23:ae:9b:ad:b3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.19,timewindow1,Zjg1NWZkNjA2OTJjYTQ0MDc1ZWQ3NWZhNTI3MzdmYzU5MjYxNjczNw==
CqLXkZ4AyE6YNH7Wi,"{""starttime"": 1499342444.609297, ""uid"": ""CqLXkZ4AyE6YNH7Wi"", ""saddr"": ""192.168.10.19"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00016307830810546875, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 14284, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 64, ""dbytes"": 158, ""smac"": ""00:23:ae:9b:ad:b3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.19,timewindow1,ODI3MmNiYmRkMDE5NTYzZjg0ODRjN2FjMGQ4OGNiZDk1ZTgwZTI2MQ==
CXukBk3QzKIrJQIJO8,"{""starttime"": 1499342444.61034, ""uid"": ""CXukBk3QzKIrJQIJO8"", ""saddr"": ""192.168.10.19"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00018787384033203125, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 31831, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 102, ""dbytes"": 224, ""smac"": ""00:23:ae:9b:ad:b3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.19,timewindow1,ZmQwZTdiOGE2ZTFjY2Q1OTBmZDViN2NhOWRmYjNiZjczNzQ2MDJmNg==
CWbFlQ2mfBFJ67wNqf,"{""starttime"": 1499342444.611625, ""uid"": ""CWbFlQ2mfBFJ67wNqf"", ""saddr"": ""192.168.10.19"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00016498565673828125, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 62100, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 88, ""dbytes"": 188, ""smac"": ""00:23:ae:9b:ad:b3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.19,timewindow1,MzUxYjdhZGY3OGI1MzMzZGQzOWY0ZGYwMTc5NzkxNTgyMWIzMzVlYg==
CKGaom44Fve1E6bex5,"{""starttime"": 1499342444.611913, ""uid"": ""CKGaom44Fve1E6bex5"", ""saddr"": ""192.168.10.19"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00019598007202148438, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 43258, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 88, ""dbytes"": 188, ""smac"": ""00:23:ae:9b:ad:b3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.19,timewindow1,NDJkOWI4ODhkYmVmZDczNGYxOGNjOWI4Y2YyODQ0Mjk3MzAwMzViYw==
Ccdtgi4E8h6VXVxZm5,"{""starttime"": 1499342444.612276, ""uid"": ""Ccdtgi4E8h6VXVxZm5"", ""saddr"": ""192.168.10.19"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00021600723266601562, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 17113, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 64, ""dbytes"": 96, ""smac"": ""00:23:ae:9b:ad:b3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.19,timewindow1,MjIxODk2OTdlOGYwNGI1N2JiMzczY2ExOGQwYmQ0ZDk0YzFlMzdhNg==
C7O365374sf71FmOOe,"{""starttime"": 1499342444.612326, ""uid"": ""C7O365374sf71FmOOe"", ""saddr"": ""192.168.10.19"", ""daddr"": ""192.168.10.3"", ""dur"": 0.0001671314239501953, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 48714, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 64, ""dbytes"": 158, ""smac"": ""00:23:ae:9b:ad:b3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.19,timewindow1,ZmU4Njc1ZTc4ODE5MWM0Yjg4OThhZmQ0NDRkMjYyNmZiYTg0YTQ1Ng==
CljeRK3HAJBGGHjl8c,"{""starttime"": 1499342444.612659, ""uid"": ""CljeRK3HAJBGGHjl8c"", ""saddr"": ""192.168.10.19"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00020694732666015625, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 33555, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 64, ""dbytes"": 96, ""smac"": ""00:23:ae:9b:ad:b3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.19,timewindow1,ZWNlNDE4MGU1NGU3YzBmYjliYzdiYjBjMTA0YmQ0YjJkN2ZkMjNhZQ==
CBop3qckqW7tAwm5,"{""starttime"": 1499342444.612708, ""uid"": ""CBop3qckqW7tAwm5"", ""saddr"": ""192.168.10.19"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00015997886657714844, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 48571, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 64, ""dbytes"": 158, ""smac"": ""00:23:ae:9b:ad:b3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.19,timewindow1,MzIwYjYxMDM0ZjU1ZDgxNDRlMjFkYTMxYzg1MWYwNjA1MGQxZjRhMQ==
CBnevS1D6VRAGRuMZa,"{""starttime"": 1499342444.614147, ""uid"": ""CBnevS1D6VRAGRuMZa"", ""saddr"": ""192.168.10.19"", ""daddr"": ""192.168.10.3"", ""dur"": 0.0001590251922607422, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 1231, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 102, ""dbytes"": 224, ""smac"": ""00:23:ae:9b:ad:b3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.19,timewindow1,MTFiMzY1YmY5MjQ2OTJmNjAwNTI1MmViMDVlMzJhYTVkMGNiOTY4Mg==
CnNPYi3eqw587xE6gi,"{""starttime"": 1499342395.411737, ""uid"": ""CnNPYi3eqw587xE6gi"", ""saddr"": ""192.168.10.50"", ""daddr"": ""129.6.15.29"", ""dur"": 0.030352115631103516, ""proto"": ""udp"", ""appproto"": ""ntp"", ""sport"": 123, ""dport"": 123, ""spkts"": 1, ""dpkts"": 1, ""sbytes"": 48, ""dbytes"": 48, ""smac"": ""00:19:b9:0a:69:f1"", ""dmac"": ""00:c1:b1:14:eb:31"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",benign,profile_192.168.10.50,timewindow1,NGNlYWZhZGVjMzRkYTk2NzQwNmNmYjA3M2RiZTk3NTU2MDEzNGZlNg==
CH29w54M1bP9uWp1ff,"{""starttime"": 1499342436.333615, ""uid"": ""CH29w54M1bP9uWp1ff"", ""saddr"": ""192.168.10.19"", ""daddr"": ""224.0.0.251"", ""dur"": 5.1755218505859375, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 5353, ""dport"": 5353, ""spkts"": 149, ""dpkts"": 0, ""sbytes"": 22927, ""dbytes"": 0, ""smac"": ""00:23:ae:9b:ad:b3"", ""dmac"": ""01:00:5e:00:00:fb"", ""state"": ""S0"", ""history"": ""D"", ""type_"": ""conn"", ""dir_"": ""->""}",benign,profile_192.168.10.19,timewindow1,OWJhOTEyMTg5ZGQ2YmEyMzVhZTNhNzk2MmVhNTk2ZDBlMjUwMjk3ZQ==
CRbNsk2jyeeBdpgbGh,"{""starttime"": 1499342453.155742, ""uid"": ""CRbNsk2jyeeBdpgbGh"", ""saddr"": ""192.168.10.12"", ""daddr"": ""192.168.10.3"", ""dur"": 0.0004420280456542969, ""proto"": ""tcp"", ""appproto"": """", ""sport"": 34930, ""dport"": 389, ""spkts"": 12, ""dpkts"": 8, ""sbytes"": 86, ""dbytes"": 163, ""smac"": ""b8:ac:6f:36:04:e3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""RSTR"", ""history"": ""ShADTdtFar"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.12,timewindow1,Zjg1NTU1ZGU3NzUyOGNjZGNiZjc3MjgwYWUyNDFiNDk0NWNkMTZiNg==
C8hL3y1Q5JFAvVknj3,"{""starttime"": 1499342453.221239, ""uid"": ""C8hL3y1Q5JFAvVknj3"", ""saddr"": ""192.168.10.12"", ""daddr"": ""192.168.10.3"", ""dur"": 0.0011909008026123047, ""proto"": ""tcp"", ""appproto"": ""krb_tcp"", ""sport"": 44256, ""dport"": 88, ""spkts"": 10, ""dpkts"": 10, ""sbytes"": 1555, ""dbytes"": 1554, ""smac"": ""b8:ac:6f:36:04:e3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""RSTR"", ""history"": ""ShADaTdtFr"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.12,timewindow1,ZGQ2NTVjYjQ3OGRlOTA1YzQzMDM5YWI1NWRhNmIxZmM3OGFjMTc1OQ==
C485LD4IClmcYTWCF9,"{""starttime"": 1499342437.697911, ""uid"": ""C485LD4IClmcYTWCF9"", ""saddr"": ""fe80::223:aeff:fe9b:adb3"", ""daddr"": ""ff02::fb"", ""dur"": 3.81118106842041, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 5353, ""dport"": 5353, ""spkts"": 88, ""dpkts"": 0, ""sbytes"": 19310, ""dbytes"": 0, ""smac"": ""00:23:ae:9b:ad:b3"", ""dmac"": ""33:33:00:00:00:fb"", ""state"": ""S0"", ""history"": ""D"", ""type_"": ""conn"", ""dir_"": ""->""}",benign,profile_fe80::223:aeff:fe9b:adb3,timewindow1,MTEyNGFiM2ExYjJjZjJjZjI5YTQ4NTVmOWFhOWM0ZDg4Y2JjMGRkMw==
CU4yEL3LVr47ewxU84,"{""starttime"": 1499342438.152213, ""uid"": ""CU4yEL3LVr47ewxU84"", ""saddr"": ""192.168.10.19"", ""daddr"": ""192.168.10.255"", ""dur"": 3.3789939880371094, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 137, ""dport"": 137, ""spkts"": 205, ""dpkts"": 0, ""sbytes"": 13760, ""dbytes"": 0, ""smac"": ""00:23:ae:9b:ad:b3"", ""dmac"": ""ff:ff:ff:ff:ff:ff"", ""state"": ""S0"", ""history"": ""D"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.19,timewindow1,MzQzMzYxZGUyMDkzNDA2YzAyYTVlYmQ5MjA3ZDgyMDZjZjQzMGE3Zg==
CewBUbd7skKLPSv3g,"{""starttime"": 1499342453.71695, ""uid"": ""CewBUbd7skKLPSv3g"", ""saddr"": ""192.168.10.50"", ""daddr"": ""192.168.10.3"", ""dur"": 0.0005140304565429688, ""proto"": ""tcp"", ""appproto"": """", ""sport"": 33908, ""dport"": 389, ""spkts"": 12, ""dpkts"": 8, ""sbytes"": 86, ""dbytes"": 163, ""smac"": ""00:19:b9:0a:69:f1"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""RSTR"", ""history"": ""ShADTdtFar"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.50,timewindow1,NDFkZjgxMzc5ZjkyNTJlZGUzZTNlNTE3ZmVmODIyZDU2MWY5YWNiMQ==
CDj0Eb17wfingy0M25,"{""starttime"": 1499342453.722749, ""uid"": ""CDj0Eb17wfingy0M25"", ""saddr"": ""192.168.10.12"", ""daddr"": ""192.168.10.3"", ""dur"": 0.001085042953491211, ""proto"": ""tcp"", ""appproto"": """", ""sport"": 34936, ""dport"": 389, ""spkts"": 12, ""dpkts"": 8, ""sbytes"": 86, ""dbytes"": 163, ""smac"": ""b8:ac:6f:36:04:e3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""RSTR"", ""history"": ""ShADTdtFar"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.12,timewindow1,OWM0NGQzNTYwZTA5MDk0YzI3ZWEwNWJlYzE0NmMzNjY5MTVjOGIxYg==
CVhRso4fEFJ7AhDAEe,"{""starttime"": 1499342453.748146, ""uid"": ""CVhRso4fEFJ7AhDAEe"", ""saddr"": ""192.168.10.12"", ""daddr"": ""192.168.10.3"", ""dur"": 0.0011358261108398438, ""proto"": ""tcp"", ""appproto"": ""krb_tcp"", ""sport"": 44262, ""dport"": 88, ""spkts"": 10, ""dpkts"": 10, ""sbytes"": 1555, ""dbytes"": 1554, ""smac"": ""b8:ac:6f:36:04:e3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""RSTR"", ""history"": ""ShADaTdtFr"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.12,timewindow1,Y2I3ODNkODE4NGMzODc4NDE0YmU5MDIyY2ViYTgxMWIzMTE2NTcwYQ==
CVVBYVazM3H7DTRg9,"{""starttime"": 1499342453.818195, ""uid"": ""CVVBYVazM3H7DTRg9"", ""saddr"": ""192.168.10.50"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00125885009765625, ""proto"": ""tcp"", ""appproto"": ""krb_tcp"", ""sport"": 59704, ""dport"": 88, ""spkts"": 10, ""dpkts"": 10, ""sbytes"": 1593, ""dbytes"": 1592, ""smac"": ""00:19:b9:0a:69:f1"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""RSTR"", ""history"": ""ShADTadtFr"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.50,timewindow1,ZDlkZTY1NmY3ODc3ZjkxYjE2N2Y4Y2U4MjAyMzZlNDdkYzZhODIxNw==
CZqBkc2D3aJjSnbDvb,"{""starttime"": 1499342439.94904, ""uid"": ""CZqBkc2D3aJjSnbDvb"", ""saddr"": ""192.168.10.3"", ""daddr"": ""192.168.10.255"", ""dur"": 1.5820260047912598, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 137, ""dport"": 137, ""spkts"": 28, ""dpkts"": 0, ""sbytes"": 1400, ""dbytes"": 0, ""smac"": ""18:66:da:9b:e3:7d"", ""dmac"": ""ff:ff:ff:ff:ff:ff"", ""state"": ""S0"", ""history"": ""D"", ""type_"": ""conn"", ""dir_"": ""->""}",benign,profile_192.168.10.3,timewindow1,MDMxMDNkMmM4ZmE2N2NkODA2ZDRkYjI5NzlhODVmY2MxOTBlYmQ0NA==
CznEUyzni3Zs2fUCg,"{""starttime"": 1499342453.135867, ""uid"": ""CznEUyzni3Zs2fUCg"", ""saddr"": ""192.168.10.12"", ""daddr"": ""192.168.10.3"", ""dur"": 0.0002548694610595703, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 25324, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 68, ""dbytes"": 132, ""smac"": ""b8:ac:6f:36:04:e3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.12,timewindow1,NmE4MWE5MzYwMGIzZDE2MzFmMmEyOGNkYWE3OTBlNDc0ZDc5NzNiNg==
CfvFX7NIxTokYZR1h,"{""starttime"": 1499342453.135871, ""uid"": ""CfvFX7NIxTokYZR1h"", ""saddr"": ""192.168.10.12"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00026798248291015625, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 35603, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 68, ""dbytes"": 190, ""smac"": ""b8:ac:6f:36:04:e3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.12,timewindow1,MGIxYTliYjg3YjE5NWEwMTcwOGFiYzEzMTVlNzA2ZTEyNDIzZGRmZA==
C3Hwgy3A7EdBlKc4b2,"{""starttime"": 1499342453.155359, ""uid"": ""C3Hwgy3A7EdBlKc4b2"", ""saddr"": ""192.168.10.12"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00017905235290527344, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 30986, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 80, ""dbytes"": 180, ""smac"": ""b8:ac:6f:36:04:e3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.12,timewindow1,YTZhOTA2ZWZhYjJmNTZlNTQyMGNhZjk4ZDZhOTdmNTlhNjQ4MzVlNA==
Ca6xIIkW7NDiyLPWk,"{""starttime"": 1499342453.156183, ""uid"": ""Ca6xIIkW7NDiyLPWk"", ""saddr"": ""192.168.10.12"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00016689300537109375, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 13918, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 142, ""dbytes"": 242, ""smac"": ""b8:ac:6f:36:04:e3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.12,timewindow1,ODQ3ZGE1NzJkOGI2NjZkZTgzYTg3NDJlYmY1N2M0NWQyNzUxYzc0Yg==
CqqDo03hjYV3x2YR9i,"{""starttime"": 1499342453.156433, ""uid"": ""CqqDo03hjYV3x2YR9i"", ""saddr"": ""192.168.10.12"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00019884109497070312, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 51981, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 80, ""dbytes"": 180, ""smac"": ""b8:ac:6f:36:04:e3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.12,timewindow1,YWFlZDI0MDQ1YThmNjE4YjQyYzNhMGZhNmZhNzI2MzY4MTRiZDNiNw==
CMe3CwSRFAIXOrxM3,"{""starttime"": 1499342453.157619, ""uid"": ""CMe3CwSRFAIXOrxM3"", ""saddr"": ""192.168.10.12"", ""daddr"": ""192.168.10.3"", ""dur"": 0.0001780986785888672, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 54430, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 68, ""dbytes"": 132, ""smac"": ""b8:ac:6f:36:04:e3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.12,timewindow1,MzhlMTVmZTRlMjkwOWI4ZTBjMThmMWFiNTk0YjE4ZDYzMGYxNjJlMA==
Cj6AIc1GUpD48Cyf4f,"{""starttime"": 1499342453.157624, ""uid"": ""Cj6AIc1GUpD48Cyf4f"", ""saddr"": ""192.168.10.12"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00023603439331054688, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 62586, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 68, ""dbytes"": 190, ""smac"": ""b8:ac:6f:36:04:e3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.12,timewindow1,M2FkMzIxOThmNjU3ODRmYTNiZjdjZDNlODA2YjhlNTMyYzIzMTI2NA==
CQbrad1ayiUlbzm1A7,"{""starttime"": 1499342453.171475, ""uid"": ""CQbrad1ayiUlbzm1A7"", ""saddr"": ""192.168.10.12"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00017499923706054688, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 16248, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 46, ""dbytes"": 196, ""smac"": ""b8:ac:6f:36:04:e3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.12,timewindow1,NTczY2UyM2ZhZDMyODg1YWVlMzFiMjdkMGY4NzRmMzM2OWQyNTg4Mg==
C56WSp2wq6udu3IMZk,"{""starttime"": 1499342453.21248, ""uid"": ""C56WSp2wq6udu3IMZk"", ""saddr"": ""192.168.10.12"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00017404556274414062, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 54698, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 88, ""dbytes"": 188, ""smac"": ""b8:ac:6f:36:04:e3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.12,timewindow1,OGJiNDg2M2I4MmU2YzdkNDc2N2JiNGFiODc5Mzk5NGM5YmJhYWNiMg==
Cm8l2Q2M3gUS4VV75g,"{""starttime"": 1499342453.212801, ""uid"": ""Cm8l2Q2M3gUS4VV75g"", ""saddr"": ""192.168.10.12"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00013399124145507812, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 19932, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 88, ""dbytes"": 188, ""smac"": ""b8:ac:6f:36:04:e3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.12,timewindow1,NjA5OTFkODAwMjJkOWI5YTc4MjFhMGFiMDFlNjk3MDJkNTFkMWNmMg==
CvKP43D2y20GTZwG4,"{""starttime"": 1499342453.213426, ""uid"": ""CvKP43D2y20GTZwG4"", ""saddr"": ""192.168.10.12"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00017499923706054688, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 44511, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 64, ""dbytes"": 96, ""smac"": ""b8:ac:6f:36:04:e3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.12,timewindow1,ZTBmZmZmNTJhOTQxNzc1ZjUzY2Q1ZjdkNTQ1NmViNzM1MGI5NTcxNQ==
C1spuC3RSw6DVVjTid,"{""starttime"": 1499342453.213431, ""uid"": ""C1spuC3RSw6DVVjTid"", ""saddr"": ""192.168.10.12"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00023317337036132812, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 7224, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 64, ""dbytes"": 158, ""smac"": ""b8:ac:6f:36:04:e3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.12,timewindow1,OWVhN2I3MTBiZTg2M2FlNjZiZWIyNjViMDdlY2QxMjIxN2YwZmU1ZQ==
ChQpw61VyTQ2XXBDi4,"{""starttime"": 1499342453.214525, ""uid"": ""ChQpw61VyTQ2XXBDi4"", ""saddr"": ""192.168.10.12"", ""daddr"": ""192.168.10.3"", ""dur"": 0.00015807151794433594, ""proto"": ""udp"", ""appproto"": ""dns"", ""sport"": 39534, ""dport"": 53, ""spkts"": 2, ""dpkts"": 2, ""sbytes"": 102, ""dbytes"": 224, ""smac"": ""b8:ac:6f:36:04:e3"", ""dmac"": ""18:66:da:9b:e3:7d"", ""state"": ""SF"", ""history"": ""Dd"", ""type_"": ""conn"", ""dir_"": ""->""}",malicious,profile_192.168.10.12,timewindow1,MmUzM2YwN2Y0YTVkYjcyMTZkNDNhNTAxMjA4ZjE1NDlmNjdjNmRmYQ==
